City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
280,Sao Joao Da Barra,BR,2020-04-14 22:05:04,-21.64,-41.05,77.0,78,3,13.87
281,Aden,YE,2020-04-14 22:06:18,12.78,45.04,82.67,77,57,14.12
282,Isangel,VU,2020-04-14 22:04:42,-19.55,169.27,79.18,76,93,8.41
283,Erdaojiang,CN,2020-04-14 22:09:41,41.78,126.03,42.39,50,24,3.78
284,Nelson Bay,AU,2020-04-14 22:04:43,-32.72,152.15,61.0,93,0,5.82
285,Rafai,CF,2020-04-14 22:09:41,4.95,23.92,74.73,56,98,1.57
286,Labuan,MY,2020-04-14 22:09:42,5.28,115.24,78.8,94,75,3.62
287,Pochutla,MX,2020-04-14 22:09:42,15.74,-96.47,89.01,74,75,10.29
288,Yeppoon,AU,2020-04-14 22:04:54,-23.13,150.73,71.6,73,75,8.05
289,Aykhal,RU,2020-04-14 22:09:43,66.0,111.5,10.4,66,18,6.71
290,Aguimes,ES,2020-04-14 22:09:43,27.91,-15.45,68.0,68,40,8.05
291,Chapais,CA,2020-04-14 22:05:26,49.78,-74.85,26.6,63,75,21.92
292,Baykit,RU,2020-04-14 22:09:00,61.67,96.37,33.96,85,67,0.65
293,Soanierana Ivongo,MG,2020-04-14 22:09:44,-16.92,49.58,74.52,87,12,2.89
294,Moussoro,TD,2020-04-14 22:09:45,13.64,16.49,83.53,11,0,10.85
295,Okhotsk,RU,2020-04-14 22:09:45,59.38,143.3,22.95,93,21,8.72
296,Ciudad Bolivar,VE,2020-04-14 22:07:02,8.12,-63.55,97.65,19,100,11.54
297,Raga,SS,2020-04-14 22:09:46,8.46,25.68,75.69,15,1,2.35
298,Clyde River,CA,2020-04-14 22:07:29,70.47,-68.59,8.6,92,20,2.24
299,Honiara,SB,2020-04-14 22:07:22,-9.43,159.95,77.0,88,40,2.24
300,Norsup,VU,2020-04-14 22:09:46,-16.07,167.38,82.4,88,75,5.82
301,Nouadhibou,MR,2020-04-14 22:09:47,20.93,-17.03,66.2,77,0,16.11
302,Yuzhno-Kurilsk,RU,2020-04-14 22:09:47,44.03,145.86,30.22,94,62,20.62
303,Doha,QA,2020-04-14 22:09:47,25.29,51.53,75.2,64,21,10.29
